"Participant","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Gender","Age","Ethnicity","Nationality","Years_Singapore","Education","Student","Discipline","English","AI_expertise","GAAIS_Positive_7","GAAIS_Negative_15","BAIT_6_EnvironmentReal","GAAIS_Positive_17","BAIT_4_VideosIssues","GAAIS_Negative_10","BAIT_2_ImagesIssues","BAIT_1_ImagesRealistic","BAIT_5_ImitatingReality","GAAIS_Negative_9","BAIT_7_TextRealistic","GAAIS_Positive_12","BAIT_8_TextIssues","BAIT_3_VideosRealistic","Duration_BAIT","PID5_NegativeAffect_10","PID5_NegativeAffect_15","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Antagonism_17","PID5_Antagonism_25","PID5_Disinhibition_2","PID5_Antagonism_20","PID5_Psychoticism_21","PID5_Psychoticism_12","PID5_Detachment_14","PID5_Psychoticism_7","PID5_Disinhibition_3","PID5_NegativeAffect_11","PID5_Detachment_13","PID5_Detachment_4","PID5_Disinhibition_1","PID5_NegativeAffect_8","PID5_Disinhibition_5","PID5_Antagonism_22","PID5_Antagonism_19","PID5_Detachment_18","PID5_NegativeAffect_9","PID5_Psychoticism_24","PID5_Detachment_16","Duration_PID5","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","Duration_IPIP6"
"S262",2024-02-05 18:32:24,12.6852,"ios 17.0.1","true","iOS",980,1651,"Male","25","Chinese","Singaporean","25","High school or equivalent (A-levels, Diploma, etc.)","No","Engineering","Native","Experienced (I use it often)",0.7,0.74,0.7,0.7,0.61,0.71,0.66,0.74,0.74,0.73,0.72,0.64,0.65,0.71,0.2679,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.613183333333333,0.73,0.71,0.64,0.63,0.67,0.6,0.61,0.63,0.69,0.63,0.66,0.66,0.7,0.72,0.72,0.56,0.61,0.57,0.59,0.62,0.7,0.71,0.67,0.72,0.444516666666666
"S417",2024-02-06 12:08:33,17.9681166666667,"chrome 121.0.0","false","Windows 10",2048,983,"Male","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","History","Native","Experienced (I use it often)",1,0,1,1,1,0,0.08,1,1,1,1,1,0.18,0.64,0.518768333333327,0,2,0,1,3,0,1,3,2,0,1,2,1,1,0,1,1,2,0,1,1,0,0,1,1,0.736633333333333,0.23,0.31,0.59,0.3,0.91,0.83,0.24,0.81,0.06,0.78,0.21,0.93,0.02,0.59,0.9,0.2,0.67,0,1,0.73,0.14,0.2,0.79,0.31,0.704865000000006
"S156",2024-02-05 16:19:36,21.9941666666667,"chrome 121.0.0","false","Mac OS",1115,754,"Female","22","Chinese","SINGAPOREAN","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Medicine","Native","Experienced (I use it often)",0.71,0.98,1,0.72,0.92,0.81,0.16,1,0.38,0.87,0.87,0.83,0.13,0,0.494084999999404,0,3,1,0,0,1,0,2,1,0,1,0,0,1,0,3,0,2,0,0,2,1,2,0,2,0.905466666666667,0.09,0.83,0.8,0.17,0.76,0.58,0.58,0.23,0.24,0.86,0.83,0.53,0.23,0.66,0.38,0.84,0.32,0.87,0.89,0.27,0.28,0.13,0.04,0.84,1.38855666666627
"S210",2024-02-05 17:24:56,1439.67876666667,"chrome 119.0.0","false","Mac OS",1440,712,"Female","21","Chinese","Singaporean","21","Bachelor or equivalent","Yes","Life Sciences","Native","Experienced (I use it often)",0.74,0.85,0.78,0.39,0.95,0.8,0.36,0.62,0.39,1,0.64,0.8,0.59,0.26,2.63516999999682,0,2,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1.57741666666667,0.77,0.75,0.35,0.3,0.8,0.42,0.25,0.22,0.42,0.75,0.15,0.54,0.23,0.79,0.59,0.28,0.55,0.63,0.27,0.26,0.23,0.06,0.63,0.72,0.865215000001589
"S429",2024-02-06 13:46:16,36.32585,"chrome 121.0.0","false","Windows 10",1536,695,"Female","23","Chinese","Singaporean","23","Bachelor or equivalent","No","Humanities","Native","Experienced (I use it often)",0.63,0.64,0.38,0.6,0.32,0.75,0.59,0.54,0.31,0.43,0.32,0.73,0.64,0.71,0.928380000000012,1,2,1,2,1,2,1,1,2,1,1,1,1,2,0,2,1,2,1,2,1,2,2,2,2,1.42911666666667,0.1,0.72,0.56,0.56,0.56,0.39,0.78,0.45,0.57,0.65,0.55,0.39,0.37,0.7,0.38,0.57,0.33,0.42,0.64,0.48,0.59,0.55,0.17,0.53,1.80541833333333
"S509",2024-09-30 11:17:28,230.471216666667,"edge-chromium 129.0.0","false","Windows 10",1920,1080,"Female","22","chinese","singaporean","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","maritime studies","Native","Experienced (I use it often)",0.64,0.62,0.66,0.43,0.87,0.8,0.31,0.65,0.4,0.42,0.63,0.71,0.39,0.23,1.03303500000002,0,2,1,1,0,1,2,1,2,0,1,2,1,1,1,2,2,3,1,1,2,1,2,1,0,2.24808333333333,0.57,0.77,0.63,0.67,0.81,0.37,0.35,0.15,0.39,0.58,0.61,0.43,0.26,0.89,0.39,0.68,0.29,0.58,0.33,0.31,0.31,0.43,0.56,0.3,2.109675
"S444",2024-02-16 14:15:00,29.81965,"chrome 121.0.0","false","Windows 10",1280,551,"Female","28","Chinese","Singaporean","28","Bachelor or equivalent","No","Political Science","Native","Experienced (I use it often)",0.77,0.77,0.74,0.73,0.75,0.28,0.26,0.76,0.24,0.02,0.8,0.77,0.74,0.26,0.573666666666667,2,2,2,0,0,1,2,0,1,0,0,2,2,1,0,1,2,1,1,1,3,0,2,1,0,1.00446666666667,0.77,0.6,0.25,0.59,0.6,0.34,0.08,0.59,0.71,0.72,0.43,0.24,0.4,0.58,0.44,0.64,0.44,0.17,0.24,0.4,0.77,0.61,0.75,0.22,0.945728333333383
"S390",2024-02-06 09:51:38,58.6968,"chrome 121.0.0","false","Windows 10",1366,625,"Female","31","Chinese","Singaporean","31","Bachelor or equivalent","No","Business","Fluent (academic)","Relatively experienced (I used it a few times)",0.58,0.43,0.56,0.55,0.64,0.39,0.45,0.57,0.6,0.6,0.59,0.64,0.42,0.45,0.93925,2,2,1,2,1,1,1,1,2,2,2,1,1,1,0,2,0,2,0,1,2,2,2,1,2,1.79713333333333,0.31,0.7,0.7,0.52,0.54,0.27,0.7,0.46,0.63,0.62,0.32,0.42,0.39,0.72,0.37,0.45,0.36,0.27,0.73,0.42,0.6,0.38,0.21,0.28,2.41538333333333
"S292",2024-02-05 19:14:46,156.122033333333,"safari 13.1.1","false","Mac OS",1440,756,"Female","24","Chinese","Singaporean","24","Bachelor or equivalent","No","Accountancy","Native","Relatively experienced (I used it a few times)",0.89,0.54,0.56,0.78,0.86,0.56,0.7,0.81,0.4,0.67,0.99,0.81,0.57,0.46,0.893183333333333,2,3,0,2,1,2,2,1,2,0,2,1,3,2,0,1,0,3,0,2,2,0,3,1,2,1.53428333333333,0.16,0.89,0,1,1,0.69,0.24,0.25,0.91,0.91,0.43,0.72,0,0.9,0.57,0.9,0,0.99,0.54,0.7,0.74,0.47,0,1,1.23013333333333
"S410",2024-02-06 11:37:42,168.7814,"ios 17.1.2","true","iOS",980,1642,"Female","31","Chinese","Singaporean","31","University (master) <sub><sup>or equivalent</sup></sub>","No","Biomedical Science","Native","Relatively experienced (I used it a few times)",1,0.1,0.73,0.9,0.37,0.79,0.95,0.87,0.19,0,0.78,0.91,0.2,0.83,2.82986666666667,0,2,2,3,1,2,2,3,3,1,1,1,2,0,2,1,2,2,0,2,1,0,2,1,1,2.43456666666667,0.55,0.39,0.46,0.58,0.85,0.58,0.28,0.77,0.42,0.74,0.28,0.76,0.13,0.41,0.29,0.43,0.53,0.65,0.42,0.74,0.73,0.37,0.58,0.8,2.05455000000001
"S310",2024-02-05 19:54:36,33.06365,"chrome 121.0.0","false","Windows 10",1600,732,"Female","24","Chinese","SIngaporean","24","Bachelor or equivalent","No","Economics","Native","Experienced (I use it often)",0.78,0.61,0.73,0.77,0.8,0.71,0.23,0.69,0.78,0.23,0.62,0.79,0.62,0.42,0.584435000000397,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1.28696666666667,0.31,0.65,0.64,0.34,0.54,0.62,0.63,0.34,0.37,0.7,0.33,0.67,0.3,0.59,0.28,0.36,0.39,0.3,0.6,0.56,0.36,0.56,0.37,0.39,0.783154999999205
"S100",2024-02-05 15:53:52,35.5792,"chrome 120.0.0","false","Windows 10",2560,1353,"Female","29","Chinese","Singaporean","29","University (master) <sub><sup>or equivalent</sup></sub>","Yes","Education/Psychology","Native","Experienced (I use it often)",0.65,0.66,0.39,0.31,0.69,0.24,0.77,0.69,0.31,0.6,0.71,0.63,0.73,0.4,0.771941666666667,0,1,1,0,1,2,0,1,3,0,2,2,1,1,1,3,2,2,0,2,0,0,1,0,2,1.18741666666667,0.13,1,0.72,0.33,0.65,0.07,0.63,0.31,0.31,0.67,0.31,0,0.5,0.7,0.68,0.16,0.31,0,1,0.19,0.29,0.3,0.73,0,0.897773333332936
"S383",2024-02-06 07:27:55,31.9198833333333,"chrome 121.0.0","true","Android OS",980,1927,"Male","22","Chinese","Singaporean ","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Information Security ","Native","Experienced (I use it often)",0.82,0.8,0.68,0.64,0.69,0.65,0.64,0.69,0.23,0.74,0.7,0.92,0.37,0.69,2.12140666666677,3,1,1,0,1,2,0,2,1,1,1,0,0,1,1,2,1,2,0,2,2,2,0,1,1,1.44273333333333,0.67,0.83,0.58,0.15,0.29,0.42,0.21,0.26,0.7,0.78,0.33,0.74,0.75,0.71,0.91,0.05,0.29,0.87,0.73,0.26,0.67,0.18,0.22,0.31,0.998869999999926
"S153",2024-02-05 16:18:38,22.5305,"edge-chromium 121.0.0","false","Windows 10",1232,678,"Male","21","Asian","Singaporean","3","High school or equivalent (A-levels, Diploma, etc.)","Yes","Sports Science","Native","Little experience (I tried it)",0.66,0.42,0.84,0.67,1,1,0.2,1,1,0.82,0.72,1,0.38,0.25,0.955460000000397,0,2,0,3,0,0,3,3,3,1,3,3,3,2,0,1,2,2,0,0,3,0,2,2,1,1.48581666666667,0.17,1,0.66,0.35,0.82,0.67,0.32,0.11,1,0.78,0.3,0.69,0.71,1,1,0.25,0.69,0,0.59,0.94,0.99,0.73,0.36,0.09,1.4251850000004
"S093",2024-02-05 15:47:58,32.21345,"chrome 121.0.0","true","Android OS",980,1835,"Female","22","Chinese ","Singaporean","22","University (doctorate)","Yes","life science ","Native","Experienced (I use it often)",0.74,0.78,0.57,0.63,0.64,0.64,0.58,0.6,0.6,0.27,0.64,0.75,0.65,0.56,0.371026666667064,2,2,2,2,2,2,2,2,2,0,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,6.59186666666667,0.28,0.72,0.66,0.76,0.85,0.74,0.62,0.71,0.24,0.58,0.7,0.7,0.2,0.7,0.68,0.32,0.37,0.61,0.7,0.71,0.29,0.72,0.25,0.67,0.542111666667461
"S306",2024-02-05 19:45:43,168.317083333333,"chrome 121.0.0","false","Windows 10",1440,799,"Male","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","Food Science and Technology","Native","Relatively experienced (I used it a few times)",0.74,0.74,0.87,0.55,0.76,0.74,0.22,0.67,0.76,0.56,0.77,0.77,0.67,0.22,1.4308899999996,1,1,0,0,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,2,1,1,0,0,2,2.7502,0.23,0.77,0.75,0.1,0.39,0.63,0.63,0.22,0.22,0.78,0.37,0.65,0.65,0.79,0.78,0.23,0.89,0.77,0.62,0.25,0.6,0.1,0.37,0.61,1.3966149999996
"S234",2024-02-05 17:48:49,28.0256333333333,"chrome 120.0.0","false","Windows 10",1280,551,"Female","22","Chinese","Singaporean","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Food Science & Technology","Native","Relatively experienced (I used it a few times)",0.57,0.85,0.68,0.54,0.69,0.68,0.4,0.81,0.77,0.7,0.43,0.77,0.68,0.36,1.29620833333333,1,2,2,0,0,0,1,1,0,0,0,0,2,0,2,0,0,2,0,0,2,0,1,0,1,1.47923333333333,0.16,0.67,0.55,0.79,0.32,0.09,0.57,0.7,0.62,0.64,0.19,0.62,0.29,0.88,0.46,0.78,0.35,0.1,0.55,0.37,0.71,0.54,0.15,0.55,1.38373666666746
"S003",2024-02-02 01:43:21,37.35315,"chrome 120.0.0","false","Windows 10",1280,563,"Male","27","Chinese","Singaporean","27","Bachelor or equivalent","Yes","Business","Native","Highly experienced (I use it a lot)",1,1,1,1,1,1,0.36,1,1,1,1,1,0.41,0.23,0.914523333333332,2,2,2,2,1,1,2,1,2,1,1,2,3,1,1,1,2,2,2,1,2,1,2,2,1,1.59138333333333,0.71,0.71,0.26,0.72,0.72,0.72,0.4,0.4,0.39,0.38,0.73,0.72,0.35,0.77,0.54,0.62,0.38,0.73,0.43,0.42,0.42,0.64,0.7,0.71,1.69748833333333
"S466",2024-02-17 18:39:24,29.32445,"ios 16.6.0","true","iOS",980,1661,"Female","21","Filipino","Filipino","19-20","Bachelor or equivalent","Yes","Biological Sciences","Fluent (academic)","Relatively experienced (I used it a few times)",0.62,0.64,0.66,0.59,0.53,0.7,0.65,0.62,0.35,0.68,0.63,0.64,0.71,0.76,0.780266666666667,1,1,0,2,0,0,0,0,1,2,2,1,1,0,3,1,0,2,0,0,0,1,3,2,3,3.99203333333333,0.63,0.83,0.37,0.6,0.61,0.58,0.58,0.6,0.57,0.59,0.59,0.58,0.57,0.58,0.54,0.59,0.57,0.59,0.57,0.58,0.57,0.59,0.6,0.56,1.73025
"S248",2024-02-05 18:15:05,18.99895,"ios 17.2.0","true","iOS",980,1661,"Female","24","Singaporean ","Singaporean ","24","Bachelor or equivalent","No","Business ","Native","Relatively experienced (I used it a few times)",0.69,0.66,0.88,0.72,0.74,0.88,0.35,0.72,0.62,0.4,0.42,0.69,0.72,0.69,1.23558333333333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.95165,0.33,0.73,0.39,0.74,0.41,0.65,0.34,0.35,0.35,0.66,0.44,0.62,0.7,0.73,0.71,0.44,0.45,0.43,0.46,0.41,0.5,0.41,0.67,0.43,0.683616666666665
"S415",2024-02-06 12:01:09,26.3624,"crios 121.0.6167","true","iOS",980,1681,"Female","23","Chinese ","Singaporean","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Public Policy and Global Affairs","Native","Relatively experienced (I used it a few times)",0.68,0.73,0.66,0.65,0.76,0.68,0.66,0.88,0.65,0.3,0.69,0.79,0.64,0.26,0.85255,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1.15556666666667,0.65,0.93,0.79,0.28,0.27,0.32,0.36,0.14,0.13,0.93,0.13,0.67,0.35,1,0.73,0.1,0.87,0.28,0.3,0.26,0.24,0.71,0.33,0.26,1.10865
"S239",2024-02-05 17:59:30,172.410783333333,"edge-chromium 121.0.0","false","Windows 10",1272,644,"Female","22","Chinese","Singaporean ","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Arts and Humanities ","Native","Experienced (I use it often)",0.69,0.54,0.63,0.58,0.64,0.61,0.35,0.91,0.6,0.6,0.53,0.79,0.55,0.4,0.924733333333333,1,1,1,3,0,0,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,0,2,1,2,146.118466666667,0.55,0.84,0.34,0.34,0.65,0.39,0.34,0.34,0.41,0.4,0.57,0.39,0.44,0.67,0.68,0.43,0.53,0.18,0.55,0.36,0.41,0.54,0.51,0.21,2.26332166666587
"S473",2024-02-18 14:27:58,27.1787,"chrome 121.0.0","true","Android OS",980,1708,"Female","35","Chinese ","Malaysian ","24","Bachelor or equivalent","Yes","Nursing","Native","Relatively experienced (I used it a few times)",0.71,0.73,0.63,0.71,0.75,0.7,0.15,0.76,0.72,0.61,0.72,0.69,0.24,0.12,0.526915000000099,2,2,2,0,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,0,2,2,1,0.89875,0.62,0.66,0.57,0.91,0.32,0.61,0.08,0.11,0.82,0.43,0.85,0.57,0.81,0.64,0.71,0.69,0.32,0.13,0.16,0.09,0.57,0.62,0.6,0.16,3.87261166666647
"S407",2024-02-06 11:33:08,110.881866666667,"chrome 121.0.0","false","Mac OS",1440,813,"Male","24","Chinese","Singaporean","24","High school or equivalent (A-levels, Diploma, etc.)","Yes","Medicine","Native","Relatively experienced (I used it a few times)",0.65,0.67,0.58,0.54,0.72,0.6,0.22,0.91,0.74,0.17,0.82,0.67,0.42,0.22,2.25748333333333,1,1,0,0,1,1,0,0,1,0,0,1,0,2,2,2,0,2,0,1,1,2,1,0,1,2.79413333333333,0,0.69,0.34,0.33,0.57,0.23,0.91,0.54,0.69,0.83,0.27,0.35,0.83,0.86,0.57,0.31,0.28,0.12,0.58,0.26,0.75,0.09,0,0.4,1.87262166666985
"S535",2024-11-04 09:15:07,127.62325,"edge-chromium 130.0.0","false","Windows 10",1912,956,"Female","21","Christian ","Singaporean ","21","High school or equivalent (A-levels, Diploma, etc.)","Yes","Business ","Fluent (academic)","Experienced (I use it often)",0.35,0.7,0.41,0.75,0.58,0.82,0.41,0.66,0.77,0.64,0.54,0.54,0.6,0.45,2.33323500000636,0,0,0,1,0,1,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,2.3378,0.63,0.97,0.64,0.71,0.57,0.69,0.43,0.44,0.45,0.66,0.44,0.66,0.45,0.75,0.78,0.11,0.86,0.7,0.62,0.4,0.53,0.39,0.53,0.45,1.79958666667144
"S211",2024-02-05 17:25:34,21.0019333333333,"safari 17.3.0","false","Mac OS",1512,752,"Female","31","Chinese","Singaporean","31","Bachelor or equivalent","No","Business","Native","Highly experienced (I use it a lot)",0.9,0.86,0.78,0.85,0.98,0.81,0.94,0.81,0.68,0.72,1,0.79,0.77,0,0.58005,3,2,0,0,2,2,3,3,3,0,0,0,2,2,0,2,2,2,1,1,2,2,3,2,2,1.00038333333333,0.91,1,0.24,0.79,1,1,0.81,0.15,0.77,0.93,0.97,0.97,0.05,0.95,0.19,0.84,0.08,0.23,0.97,0.82,1,1,0.98,1,0.746033333333333
"S373",2024-02-05 23:53:21,19.7154833333333,"chrome 121.0.0","false","Mac OS",1263,598,"Female","25","Chinese-Malay","Singapore Citizen","25","Bachelor or equivalent","Yes","History","Fluent (academic)","No experience (but I heard about it)",0.9,0.66,0.62,0.54,0.58,0.58,0.57,0.61,0.55,0.64,0.5,0.61,0.69,0.6,0.911926666666668,2,2,1,2,0,0,1,2,3,1,1,3,2,1,2,2,0,2,0,1,2,2,2,2,2,1.21603333333333,0,1,0.89,0.22,0.88,0.44,0.98,0.42,0.21,0.87,0.01,0.47,0.02,0.97,0.41,0.43,0.44,0.02,0.99,0.88,0,0,0,0,1.10360333333334
"S534",2024-11-01 11:12:53,256.234166666667,"edge-chromium 130.0.0","false","Windows 10",1912,956,"Male","21","Chinese","Singaporean","21","High school or equivalent (A-levels, Diploma, etc.)","Yes","PSYCHOLOGY","Native","Relatively experienced (I used it a few times)",0.32,0.79,0.73,0.57,0.7,0.69,0.24,0.76,0.69,0.66,0.71,0.7,0.24,0.28,0.931456666668256,1,2,0,0,2,0,0,1,2,0,2,2,1,1,1,1,1,2,1,2,0,2,1,1,2,3.30075,0.26,0.71,0.26,0.07,0.35,0.28,0.65,0.66,0.23,0.23,0.75,0.32,0.6,0.68,0.36,0.2,0.68,0.15,0.28,0.69,0.23,0.7,0.27,0.2,1.4309
"S420",2024-02-06 12:45:00,65.9786,"safari 17.2.1","false","Mac OS",1440,820,"Male","24","Boyanese","Singaporean","24","Bachelor or equivalent","Yes","Social Work","Native","Experienced (I use it often)",1,0.61,0,0.76,0.31,0.38,0.64,0.57,0.34,0,0.6,0.84,0.28,0.38,0.912016666666667,1,1,1,1,0,2,2,0,2,0,0,1,1,2,2,1,1,1,0,1,1,1,1,0,1,1.15128333333333,0.72,0.93,0.84,0.24,0.66,0.36,0.15,0.14,0.26,0.67,0.03,0.49,0.37,0.74,0.94,0.04,0.42,0,0.34,0.07,0.32,0.88,0.82,0.56,1.12398333333333
"S291",2024-02-05 19:13:45,63.1533333333333,"ios 17.3.0","true","iOS",980,1699,"Female","30","Chinese","Singapore citizen","30","Bachelor or equivalent","No","Business and Accountancy","Native","Experienced (I use it often)",0.74,0.22,0.73,0.73,1,0.27,0,1,1,0.27,1,1,0,0,1.80205,0,3,2,0,1,2,0,1,0,0,2,0,0,0,1,2,0,1,0,2,0,2,2,0,2,5.81013333333333,0,0.26,0.5,0.63,0.27,0.27,0.5,0.77,0.77,0.77,0,0.26,0.78,0.26,0.5,0.79,0.79,1,0.5,0.5,0.78,0,0.28,1,4.6916
"S060",2024-02-05 15:39:01,32.5233,"chrome 120.0.0","false","Windows 10",1280,551,"Female","23","Chinese","Singaporean","23","Bachelor or equivalent","Yes","Life Sciences","Native","Relatively experienced (I used it a few times)",0.46,0.54,0.67,0.33,0.66,0.79,0.43,0.67,0.63,0.53,0.72,0.67,0.45,0.38,0.886611666667461,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,2,1,1,1,1.06223333333333,0.21,0.85,0.84,0.6,0.56,0.58,0.68,0.6,0.46,0.61,0.33,0.72,0.71,0.74,0.32,0.56,0.34,0.54,0.5,0.64,0.7,0.55,0.34,0.61,1.04915500000119
"S207",2024-02-05 17:22:27,43.6645333333333,"edge-chromium 121.0.0","false","Windows 10",1528,742,"Male","25","Chinese","Singaporean","25","High school or equivalent (A-levels, Diploma, etc.)","Yes","Accountancy","Native","Highly experienced (I use it a lot)",1,1,0.77,1,0.21,0,0.24,0.18,0,1,0.5,1,1,0.23,2.50797166666665,0,0,1,2,0,0,2,1,1,1,0,0,1,2,0,0,2,1,0,0,0,1,0,1,0,2.26371666666667,0,1,0,0.76,1,0,1,0.28,1,0,1,0.16,0.28,0.13,1,0,0,0,1,0.26,1,1,0,0,1.59891833333336
"S178",2024-02-05 16:44:24,25.8838833333333,"samsung 23.0.0","true","Android OS",980,1837,"Female","22","Chinese","Singaporean","22","Bachelor or equivalent","Yes","Science","Native","Relatively experienced (I used it a few times)",0.65,1,1,0.68,0.75,1,0.31,0.84,0.75,0.75,1,0.84,0.48,0.34,0.743738333333284,1,2,2,2,0,0,2,0,1,1,0,1,2,2,2,3,1,3,0,0,2,1,2,1,1,1.81511666666667,0,1,0.34,0.59,1,0,1,0,0.58,0.66,0.55,0.22,0,1,0,0.61,0.18,0,1,0.32,0.35,0.64,0,0,0.591033333333333
"S243",2024-02-05 18:07:58,86.24015,"ios 17.2.0","true","iOS",980,1665,"Female","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","Mass Communication","Fluent (academic)","Highly experienced (I use it a lot)",0.73,0.64,0.69,0.74,0.2,0.24,0.69,0.21,0.72,0.71,0.32,0.9,0.64,0.76,1.04788333333333,1,2,2,2,1,1,1,0,2,1,0,2,2,1,1,2,1,1,1,0,1,1,2,2,1,1.40403333333333,0.31,0.74,0.28,0.7,0.69,0.3,0.35,0.3,0.29,0.31,0.26,0.22,0.24,0.73,0.7,0.74,0.59,0.39,0.48,0.35,0.26,0.8,0.33,0.39,2.08781666666667
"S152",2024-02-05 16:18:25,32.4008,"safari 16.1.0","false","Mac OS",1470,761,"Female","24","Chinese","Singaporean","24","Bachelor or equivalent","Yes","Sport Science & Management","Native","Relatively experienced (I used it a few times)",0.51,0.53,0.45,0.51,0.54,0.54,0.51,0.53,0.51,0.52,0.53,0.49,0.47,0.47,0.9641,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1.52551666666667,0.33,0.76,0.5,0.32,0.57,0.41,0.55,0.39,0.39,0.6,0.43,0.51,0.43,0.61,0.53,0.44,0.46,0.01,0.52,0.29,0.34,0.34,0.51,0,1.26966666666667
"S528",2024-10-25 12:51:08,117.753233333333,"edge-chromium 130.0.0","false","Windows 10",1912,956,"Female","22","CHINESE","SINGAPOREAN","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","BIOLOGICAL SCIENCE","Native","Relatively experienced (I used it a few times)",0.51,0.43,0.52,0.55,0.45,0.48,0.44,0.56,0.55,0.51,0.42,0.58,0.61,0.46,3.94996000000238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16593333333333,0.86,1,0.85,0,0.43,0,0.38,0.13,0.37,0.4,0.45,0.27,0.62,1,0.85,0,0.79,0,0.68,0,0.09,0,0.64,0.07,1.1244
"S276",2024-02-05 18:49:04,50.7428333333333,"ios 17.2.0","true","iOS",980,1661,"Female","24","Chinese","Singaporean ","24","Bachelor or equivalent","No","Chemical Engineering","Native","Relatively experienced (I used it a few times)",0.76,0.85,0.71,0.34,0.78,0.67,0.77,0.94,0.83,0.81,0.77,0.62,0.76,0.38,0.907083333333333,3,2,2,1,0,0,0,1,2,1,1,1,1,2,0,0,0,3,0,2,2,1,3,2,1,4.38698333333333,0.27,0.82,0.36,0.72,0.38,0.39,0.78,0.39,0.42,0.79,0.59,0.69,0.65,0.81,0.36,0.63,0.33,0.28,0.7,0.27,0.65,0.43,0.34,0.19,1.58746666666666
"S174",2024-02-05 16:38:41,31.3363666666667,"ios 17.2.0","true","iOS",980,1684,"Female","30","Chinese","Singaporean","30","Bachelor or equivalent","Yes","Nursing","Native","Relatively experienced (I used it a few times)",0.68,0.23,0.83,0.82,0.71,0.76,0.75,0.93,0.77,0.9,0.78,0.84,0.85,0.37,0.486333333333333,2,1,0,0,1,1,0,2,2,0,2,1,0,2,3,2,0,2,0,1,2,0,0,0,3,2.10696666666667,0,0.79,0.92,0.36,0.73,0.18,0.99,0.91,0.64,0.68,0.11,0.62,0.07,0.73,0.29,0.37,0.42,0.02,0.98,0.62,0.44,0.15,0.02,0.01,1.52131666666667
"S251",2024-02-05 18:21:30,40.8403833333333,"ios 17.1.2","true","iOS",980,1665,"Female","27","Chinese","Singaporean","27","Bachelor or equivalent","No","Economics","Native","No experience (but I heard about it)",0.42,0.59,0.57,0.58,0.56,0.67,0.47,0.53,0.54,0.57,0.65,0.62,0.54,0.48,1.46348333333333,1,3,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,3,0,0,0,2,2,1,2,1.37281666666667,0.19,0.59,0.56,0.52,0.38,0.24,0.58,0.7,0.55,0.79,0.15,0.41,0.62,0.58,0.45,0.58,0.41,0.13,0.79,0.65,0.71,0.4,0.16,0.18,3.82385
